"Family","Binomial","Toxicity & Dangerousness"
"Colubridae","Dipsas schunkii","unclear toxicity"
"Colubridae","Dipsas temporalis","unclear toxicity"
"Colubridae","Dipsas tenuissima","unclear toxicity"
"Colubridae","Dipsas trinitatis","unclear toxicity"
"Colubridae","Dipsas turgida","unclear toxicity"
"Colubridae","Dipsas vagrans","unclear toxicity"
"Colubridae","Dipsas vagus","unclear toxicity"
"Colubridae","Dipsas variegata","unclear toxicity"
"Colubridae","Dipsas ventrimaculata","unclear toxicity"
"Colubridae","Dipsas vermiculata","unclear toxicity"
"Colubridae","Dipsas viguieri","unclear toxicity"
"Colubridae","Dipsas welborni",""
"Colubridae","Dipsas williamsi","unclear toxicity"
"Psammophiidae","Dipsina multimaculata","venomous bite – unknown dangerousness"
"Colubridae","Dispholidus pembae",""
"Colubridae","Dispholidus punctatus",""
"Colubridae","Dispholidus typus","venomous bite – very dangerous"
"Colubridae","Ditaxodon taeniatus","unclear toxicity"
"Pseudoxyrhophiidae","Ditypophis vivax","unclear toxicity"
"Homalopsidae","Djokoiskandarus annulata","venomous bite – unknown dangerousness"
"Colubridae","Dolichophis andreanus","unclear toxicity"
"Colubridae","Dolichophis caspius","venomous bite – unknown dangerousness"
"Colubridae","Dolichophis jugularis","venomous bite – unknown dangerousness"
"Colubridae","Dolichophis schmidti","venomous bite – unknown dangerousness"
"Colubridae","Drepanoides anomalus","unclear toxicity"
"Pseudoxyrhophiidae","Dromicodryas bernieri","unclear toxicity"
"Pseudoxyrhophiidae","Dromicodryas quadrilineatus","unclear toxicity"
"Colubridae","Drymarchon caudomaculatus","unclear toxicity"
"Colubridae","Drymarchon corais","unclear toxicity"
"Colubridae","Drymarchon couperi","unclear toxicity"
"Colubridae","Drymarchon margaritae","unclear toxicity"
"Colubridae","Drymarchon melanurus","unclear toxicity"
"Colubridae","Drymobius chloroticus","unclear toxicity"
"Colubridae","Drymobius margaritiferus","venomous bite – unknown dangerousness"
"Colubridae","Drymobius melanotropis","unclear toxicity"
"Colubridae","Drymobius rhombifer","unclear toxicity"
"Colubridae","Drymoluber apurimacensis","unclear toxicity"
"Colubridae","Drymoluber brazili","unclear toxicity"
"Colubridae","Drymoluber dichrous","unclear toxicity"
"Colubridae","Dryophiops philippina","unclear toxicity"
"Colubridae","Dryophiops rubescens","unclear toxicity"
"Colubridae","Dryophylax almae","unclear toxicity"
"Colubridae","Dryophylax ceibae","unclear toxicity"
"Colubridae","Dryophylax chaquensis","unclear toxicity"
"Colubridae","Dryophylax chimanta","unclear toxicity"
"Colubridae","Dryophylax corocoroensis","unclear toxicity"
"Colubridae","Dryophylax dixoni","unclear toxicity"
"Colubridae","Dryophylax duida","unclear toxicity"
"Colubridae","Dryophylax gambotensis","unclear toxicity"
"Colubridae","Dryophylax hypoconia","unclear toxicity"
"Colubridae","Dryophylax marahuaquensis","unclear toxicity"
"Colubridae","Dryophylax nattereri",""
"Colubridae","Dryophylax paraguanae","unclear toxicity"
"Colubridae","Dryophylax phoenix","unclear toxicity"
"Colubridae","Dryophylax ramonriveroi","unclear toxicity"
"Colubridae","Dryophylax yavi","unclear toxicity"
"Elapidae","Drysdalia coronoides","venomous bite – potentially dangerous"
"Elapidae","Drysdalia mastersii","venomous bite – potentially dangerous"
"Elapidae","Drysdalia rhodogaster","venomous bite – potentially dangerous"
"Pseudoxyrhophiidae","Duberria lutrix","non-venomous"
"Pseudoxyrhophiidae","Duberria rhodesiana","unclear toxicity"
"Pseudoxyrhophiidae","Duberria shirana","unclear toxicity"
"Pseudoxyrhophiidae","Duberria variegata","unclear toxicity"
"Colubridae","Echinanthera cephalomaculata","unclear toxicity"
"Colubridae","Echinanthera cephalostriata","unclear toxicity"
"Colubridae","Echinanthera cyanopleura","unclear toxicity"
"Colubridae","Echinanthera melanostigma","unclear toxicity"
"Colubridae","Echinanthera undulata","unclear toxicity"
"Elapidae","Echiopsis curta","venomous bite – potentially dangerous"
"Viperidae","Echis borkini","venomous bite – very dangerous"
"Viperidae","Echis carinatus","venomous bite – very dangerous"
"Viperidae","Echis coloratus","venomous bite – very dangerous"
"Viperidae","Echis hughesi","venomous bite – very dangerous"
"Viperidae","Echis jogeri","venomous bite – very dangerous"
"Viperidae","Echis khosatzkii","venomous bite – very dangerous"
"Viperidae","Echis leucogaster","venomous bite – very dangerous"
"Viperidae","Echis megalocephalus","venomous bite – very dangerous"
"Viperidae","Echis ocellatus","venomous bite – very dangerous"
"Viperidae","Echis omanensis","venomous bite – very dangerous"
"Viperidae","Echis pyramidum","venomous bite – dangerous"
"Viperidae","Echis romani",""
"Colubridae","Eirenis africanus","unclear toxicity"
"Colubridae","Eirenis aurolineatus","unclear toxicity"
"Colubridae","Eirenis barani","unclear toxicity"
"Colubridae","Eirenis collaris","unclear toxicity"
"Colubridae","Eirenis coronella","unclear toxicity"
"Colubridae","Eirenis coronelloides","unclear toxicity"
"Colubridae","Eirenis decemlineatus","unclear toxicity"
"Colubridae","Eirenis eiselti","unclear toxicity"
"Colubridae","Eirenis hakkariensis","unclear toxicity"
"Colubridae","Eirenis kermanensis","unclear toxicity"
"Colubridae","Eirenis levantinus","unclear toxicity"
"Colubridae","Eirenis lineomaculatus","unclear toxicity"
"Colubridae","Eirenis medus","unclear toxicity"
"Colubridae","Eirenis modestus","unclear toxicity"
"Colubridae","Eirenis nigrofasciatus",""
"Colubridae","Eirenis occidentalis","unclear toxicity"
"Colubridae","Eirenis persicus","unclear toxicity"
"Colubridae","Eirenis punctatolineatus","unclear toxicity"
"Colubridae","Eirenis rafsanjanicus",""
"Colubridae","Eirenis rechingeri","unclear toxicity"
"Colubridae","Eirenis rothii","unclear toxicity"
"Colubridae","Eirenis thospitis","unclear toxicity"
"Colubridae","Eirenis yassujicus",""
"Colubridae","Elaphe anomala","unclear toxicity"
"Colubridae","Elaphe bimaculata","unclear toxicity"
"Colubridae","Elaphe cantoris","unclear toxicity"
"Colubridae","Elaphe carinata","unclear toxicity"
"Colubridae","Elaphe climacophora","venomous bite – potentially dangerous"
"Colubridae","Elaphe davidi","unclear toxicity"
"Colubridae","Elaphe dione","unclear toxicity"
"Colubridae","Elaphe druzei",""
"Colubridae","Elaphe hodgsoni","unclear toxicity"
"Colubridae","Elaphe moellendorffi","unclear toxicity"
"Colubridae","Elaphe quadrivirgata","unclear toxicity"
"Colubridae","Elaphe quatuorlineata","unclear toxicity"
"Colubridae","Elaphe sauromates","unclear toxicity"
"Colubridae","Elaphe schrenckii","unclear toxicity"
"Colubridae","Elaphe taeniura","unclear toxicity"
"Colubridae","Elaphe urartica",""
"Colubridae","Elaphe xiphodonta",""
"Colubridae","Elaphe zoigeensis","unclear toxicity"
"Elapidae","Elapognathus coronatus","venomous bite – unknown dangerousness"
"Elapidae","Elapognathus minor","venomous bite – dangerous"
"Colubridae","Elapoidis fusca","unclear toxicity"
"Colubridae","Elapoidis sumatrana",""
"Colubridae","Elapomorphus quinquelineatus","unclear toxicity"
"Colubridae","Elapomorphus wuchereri","unclear toxicity"
"Pseudoxyrhophiidae","Elapotinus picteti","venomous bite – unknown dangerousness"
"Elapidae","Elapsoidea boulengeri","venomous bite – potentially dangerous"
"Elapidae","Elapsoidea broadleyi","venomous bite – potentially dangerous"
"Elapidae","Elapsoidea chelazziorum","venomous bite – potentially dangerous"
"Elapidae","Elapsoidea guentherii","venomous bite – potentially dangerous"
"Elapidae","Elapsoidea laticincta","venomous bite – potentially dangerous"
"Elapidae","Elapsoidea loveridgei","venomous bite – potentially dangerous"
"Elapidae","Elapsoidea nigra","venomous bite – potentially dangerous"
"Elapidae","Elapsoidea semiannulata","venomous bite – potentially dangerous"
"Elapidae","Elapsoidea sundevallii","venomous bite – potentially dangerous"
"Elapidae","Elapsoidea trapei","venomous bite – potentially dangerous"
"Colubridae","Emmochliophis fugleri","unclear toxicity"
"Colubridae","Emmochliophis miops","unclear toxicity"
"Elapidae","Emydocephalus annulatus","venomous bite – potentially dangerous"
"Elapidae","Emydocephalus ijimae","venomous bite – potentially dangerous"
"Elapidae","Emydocephalus orarius",""
"Homalopsidae","Enhydris chanardi","venomous bite – potentially dangerous"
"Homalopsidae","Enhydris enhydris","venomous bite – potentially dangerous"
"Homalopsidae","Enhydris innominata","venomous bite – potentially dangerous"
"Homalopsidae","Enhydris jagorii","venomous bite – potentially dangerous"
"Homalopsidae","Enhydris longicauda","venomous bite – potentially dangerous"
"Homalopsidae","Enhydris subtaeniata","venomous bite – potentially dangerous"
"Colubridae","Enuliophis sclateri","unclear toxicity"
"Colubridae","Enulius bifoveatus","unclear toxicity"
"Colubridae","Enulius flavitorques","unclear toxicity"
"Colubridae","Enulius oligostichus","unclear toxicity"
"Colubridae","Enulius roatanensis","unclear toxicity"
"Leptotyphlopidae","Epacrophis boulengeri","non-venomous"
"Leptotyphlopidae","Epacrophis drewesi","non-venomous"
"Leptotyphlopidae","Epacrophis reticulatus","non-venomous"
"Elapidae","Ephalophis greyae","venomous bite – very dangerous"
"Boidae","Epicrates alvarezi",""
"Boidae","Epicrates assisi",""
"Boidae","Epicrates cenchria",""
"Boidae","Epicrates crassus",""
"Boidae","Epicrates maurus",""
"Leptotyphlopidae","Epictia albifrons","non-venomous"
"Leptotyphlopidae","Epictia albipuncta","non-venomous"
"Leptotyphlopidae","Epictia alfredschmidti","non-venomous"
"Leptotyphlopidae","Epictia amazonica","non-venomous"
"Leptotyphlopidae","Epictia antoniogarciai","non-venomous"
"Leptotyphlopidae","Epictia ater","non-venomous"
"Leptotyphlopidae","Epictia australis","non-venomous"
"Leptotyphlopidae","Epictia bakewelli","non-venomous"
"Leptotyphlopidae","Epictia borapeliotes","non-venomous"
"Leptotyphlopidae","Epictia clinorostris","non-venomous"
"Leptotyphlopidae","Epictia columbi","non-venomous"
"Leptotyphlopidae","Epictia diaplocia","non-venomous"
"Leptotyphlopidae","Epictia fallax","non-venomous"
"Leptotyphlopidae","Epictia goudotii","non-venomous"
"Leptotyphlopidae","Epictia guayaquilensis","non-venomous"
"Leptotyphlopidae","Epictia hobartsmithi","non-venomous"
"Leptotyphlopidae","Epictia magnamaculata","non-venomous"
"Leptotyphlopidae","Epictia martinezi","non-venomous"
"Leptotyphlopidae","Epictia melanura","non-venomous"
"Leptotyphlopidae","Epictia munoai","non-venomous"
"Leptotyphlopidae","Epictia pauldwyeri","non-venomous"
"Leptotyphlopidae","Epictia peruviana","non-venomous"
"Leptotyphlopidae","Epictia phenops","non-venomous"
"Leptotyphlopidae","Epictia resetari","non-venomous"
"Leptotyphlopidae","Epictia rioignis",""
"Leptotyphlopidae","Epictia rubrolineata","non-venomous"
"Leptotyphlopidae","Epictia rufidorsa","non-venomous"
"Leptotyphlopidae","Epictia schneideri","non-venomous"
"Leptotyphlopidae","Epictia septemlineata","non-venomous"
"Leptotyphlopidae","Epictia signata","non-venomous"
"Leptotyphlopidae","Epictia striatula","non-venomous"
"Leptotyphlopidae","Epictia subcrotilla","non-venomous"
"Leptotyphlopidae","Epictia teaguei","non-venomous"
"Leptotyphlopidae","Epictia tenella","non-venomous"
"Leptotyphlopidae","Epictia tesselata","non-venomous"
"Leptotyphlopidae","Epictia tricolor","non-venomous"
"Leptotyphlopidae","Epictia undecimstriata","non-venomous"
"Leptotyphlopidae","Epictia unicolor","non-venomous"
"Leptotyphlopidae","Epictia vanwallachi","non-venomous"
"Leptotyphlopidae","Epictia vellardi","non-venomous"
"Leptotyphlopidae","Epictia venegasi","non-venomous"
"Leptotyphlopidae","Epictia vindumi","non-venomous"
"Leptotyphlopidae","Epictia vonmayi","non-venomous"
"Leptotyphlopidae","Epictia wynni","non-venomous"
"Viperidae","Eristicophis macmahoni","venomous bite – dangerous"
"Homalopsidae","Erpeton tentaculatum","venomous bite – unknown dangerousness"
"Colubridae","Erythrolamprus aenigma",""
"Colubridae","Erythrolamprus aesculapii","venomous bite – potentially dangerous"
"Colubridae","Erythrolamprus albertguentheri","unclear toxicity"
"Colubridae","Erythrolamprus albiventris",""
"Colubridae","Erythrolamprus almadensis","unclear toxicity"
"Colubridae","Erythrolamprus andinus","unclear toxicity"
"Colubridae","Erythrolamprus atraventer","unclear toxicity"
"Colubridae","Erythrolamprus bizona","venomous bite – unknown dangerousness"
"Colubridae","Erythrolamprus breviceps","unclear toxicity"
"Colubridae","Erythrolamprus carajasensis","unclear toxicity"
"Colubridae","Erythrolamprus ceii","unclear toxicity"
"Colubridae","Erythrolamprus cobella","unclear toxicity"
"Colubridae","Erythrolamprus cursor","unclear toxicity"
"Colubridae","Erythrolamprus dorsocorallinus","unclear toxicity"
"Colubridae","Erythrolamprus epinephalus","unclear toxicity"
"Colubridae","Erythrolamprus festae","unclear toxicity"
"Colubridae","Erythrolamprus fraseri",""
"Colubridae","Erythrolamprus frenatus","unclear toxicity"
"Colubridae","Erythrolamprus guentheri","venomous bite – unknown dangerousness"
"Colubridae","Erythrolamprus ingeri","unclear toxicity"
"Colubridae","Erythrolamprus jaegeri","unclear toxicity"
"Colubridae","Erythrolamprus janaleeae","unclear toxicity"
"Colubridae","Erythrolamprus juliae","unclear toxicity"
"Colubridae","Erythrolamprus lamonae",""
"Colubridae","Erythrolamprus macrosomus",""
"Colubridae","Erythrolamprus maryellenae","unclear toxicity"
"Colubridae","Erythrolamprus melanotus","unclear toxicity"
"Colubridae","Erythrolamprus mertensi","venomous bite – unknown dangerousness"
"Colubridae","Erythrolamprus miliaris","unclear toxicity"
"Colubridae","Erythrolamprus mimus","venomous bite – unknown dangerousness"
"Colubridae","Erythrolamprus mossoroensis","unclear toxicity"
"Colubridae","Erythrolamprus ocellatus","venomous bite – unknown dangerousness"
"Colubridae","Erythrolamprus oligolepis","unclear toxicity"
"Colubridae","Erythrolamprus ornatus","unclear toxicity"
"Colubridae","Erythrolamprus perfuscus","unclear toxicity"
"Colubridae","Erythrolamprus poecilogyrus","unclear toxicity"
"Colubridae","Erythrolamprus pseudocorallus","venomous bite – unknown dangerousness"
"Colubridae","Erythrolamprus pseudoreginae",""
"Colubridae","Erythrolamprus pyburni","venomous bite – unknown dangerousness"
"Colubridae","Erythrolamprus pygmaeus","venomous bite – unknown dangerousness"
"Colubridae","Erythrolamprus reginae","unclear toxicity"
"Colubridae","Erythrolamprus rochai",""
"Colubridae","Erythrolamprus sagittifer","unclear toxicity"
"Colubridae","Erythrolamprus semiaureus","unclear toxicity"
"Colubridae","Erythrolamprus subocularis","unclear toxicity"
"Colubridae","Erythrolamprus taeniogaster","unclear toxicity"
"Colubridae","Erythrolamprus taeniurus","unclear toxicity"
"Colubridae","Erythrolamprus torrenicola","unclear toxicity"
"Colubridae","Erythrolamprus trebbaui","unclear toxicity"
"Colubridae","Erythrolamprus triscalis","unclear toxicity"
"Colubridae","Erythrolamprus typhlus","unclear toxicity"
"Colubridae","Erythrolamprus viridis","unclear toxicity"
"Colubridae","Erythrolamprus vitti","unclear toxicity"
"Colubridae","Erythrolamprus williamsi","unclear toxicity"
"Colubridae","Erythrolamprus zweifeli","unclear toxicity"
"Boidae","Eryx borrii",""
"Boidae","Eryx colubrinus",""
"Boidae","Eryx conicus",""
"Boidae","Eryx elegans",""
"Boidae","Eryx jaculus",""
"Boidae","Eryx jayakari",""
"Boidae","Eryx johnii",""
"Boidae","Eryx miliaris",""
"Boidae","Eryx muelleri",""
"Boidae","Eryx sistanensis",""
"Boidae","Eryx somalicus",""
"Boidae","Eryx vittatus",""
"Boidae","Eryx whitakeri",""
"Colubridae","Etheridgeum pulchrum","unclear toxicity"
"Boidae","Eunectes beniensis",""
"Boidae","Eunectes deschauenseei",""
"Boidae","Eunectes murinus","non-venomous constrictor – extremely dangerous"
"Boidae","Eunectes notaeus",""
"Colubridae","Euprepiophis conspicillata","unclear toxicity"
"Colubridae","Euprepiophis mandarinus","unclear toxicity"
"Colubridae","Euprepiophis perlaceus","unclear toxicity"
"Colubridae","Eutrachelophis bassleri","unclear toxicity"
"Colubridae","Eutrachelophis papilio",""
